dataSource.vendor,metadata.product.name,metadata.product.vendor_name,dataSource.name,dataSource.category,src_endpoint.location.region,device.uid,actor.authorization.policy.rule.name,unmapped.client.userAgent.browser,status,unmapped.client.userAgent.os,event.type,status_detail,actor.user.name,actor.user.email_addr,actor.user.type_id,actor.user.type,dst_endpoint.svc_name,src_endpoint.ip,http_request.url.path,activity_name,device.hostname,severity,user.name,count
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zephyr Blaze,olivia.perry@testinginbox.xyz,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Celestia Thunderstorm,brian.hughes@samplemailing.co,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Perform LDAP write by AD agent,,Ignatius Inferno,brian.hughes@samplemailing.co,8,,,,,Perform LDAP write by AD agent,,3,,6
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Nebula Stardust,alice.smith@example.org,8,User,,192.168.0.7,/oauth2/v1/authorize,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Nebula Stardust,sarah.wilson@example.com,8,,,,,Verify user identity,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Maximus Stormbringer,jessica.clark@mockmailing.org,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Seraphina Dragonheart,john.doe@acme.com,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,198.51.100.2,/security/logs/authentication-failures,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,lisa.brown@example.com,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.7,/security/logs/authorization,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Nova Frostbane,ryan.collins@fakemailbox.net,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,New York,,MaW Agent MFA Bypass,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.9,/audit/logs/access,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,emma.jenkins@examplemail.biz,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,Telangana,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.5,/security/logs/authentication,Logon,,3,,6
Okta,Okta,Okta,Okta,security,Telangana,,,CHROME,SUCCESS,Windows 10,Logon,,Valkyrie Firestorm,sarah.wilson@example.com,8,User,Stripe,203.0.113.7,/audit/logs/system,Logon,,3,Astra Solarflare,6
Okta,Okta,Okta,Okta,security,Ohio,,On Office Network,UNKNOWN,ALLOW,Unknown,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,203.0.113.7,/oauth2/v1/introspect,Logon,,3,,6
Okta,Okta,Okta,Okta,security,Maharashtra,,,CHROMIUM_EDGE,FAILURE,Windows 10,Logon,INVALID_CREDENTIALS,Nebula Stardust,chris.martin@example.com,8,User,,127.0.0.1,/oauth2/v1/authorize,Logon,,4,,6
Okta,Okta,Okta,Okta,security,,,,,FAILURE,,OIDC authorization request,login_required,Crimson Tempest,sarah.wilson@testingmail.xyz,11,,,,,OIDC authorization request,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,Allow all users access to Okta Dashboard (auto created),CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,203.0.113.0,/security/logs/authentication,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Orion Lightningstrike,chris.martin@example.com,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Orion Lightningstrike,kevin.green@placeholderemail.co,8,User,Okta,192.0.2.7,/security/logs/authentication-failures,Logon,,3,Ragnarok Shadowblade,6
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Blaze Thunderstrike,lisa.brown@example.com,8,User,,192.0.2.8,/oauth2/v1/authorize,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ragnarok Shadowblade,jason.carter@tryoutmail.org,8,,,,,Verify user identity,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Xena Nebulosa,jason.carter@tryoutmail.org,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,,CHROME,SUCCESS,Windows 10,Logon,,Xena Nebulosa,anna.hall@custommail.io,8,User,Zoom,172.16.0.2,/audit/logs/network,Logon,,3,Celestia Thunderstorm,6
Okta,Okta,Okta,Okta,security,Andhra Pradesh,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.9,/audit/logs/system,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zara Midnightshadow,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ignatius Inferno,melissa.kelly@dummyinbox.net,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Maximus Stormbringer,alice.smith@example.org,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ignatius Inferno,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Valkyrie Firestorm,mike.anderson@example.com,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.2,/audit/logs/system,Logon,,3,,6
Okta,Okta,Okta,Okta,security,Telangana,ea78a2e2-6901-49eb-9f8c-f6db42e835f8,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.168.0.8,/security/logs/authentication-failures,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nebula Stardust,jason.carter@tryoutmail.org,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,chris.martin@example.com,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.0.2.2,/security/logs/intrusion-detection,Logon,,3,,6
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.7,/security/logs/authentication-failures,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,john.doe@example.com,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,mike.anderson@example.com,8,User,Workday,192.0.2.2,/audit/logs/network,Logon,,3,Draven Nightshade,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC token revocation request,,Seraphina Dragonheart,olivia.perry@testinginbox.xyz,11,,,,,OIDC token revocation request,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,172.16.0.4,/security/logs/authentication-failures,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Venus Starlight,melissa.kelly@dummyinbox.net,8,,,,,Verify user identity,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,Allow all users access to Okta Dashboard (auto created),CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,172.16.0.5,/oauth2/v1/token,Logon,,3,,6
Okta,Okta,Okta,Okta,security,West Bengal,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.7,/security/logs/authorization,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,kevin.green@example.com,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,laura.moore@sandboxmail.co,8,,,,,Authentication of user via MFA,,3,,6
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.4,/oauth2/v1/authorize,Logon,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,203.0.113.3,/audit/logs/network,Logon,,3,,6
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.168.1.1,/oauth2/v1/introspect,Logon,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Ignatius Inferno,brian.hughes@samplemailing.co,8,,,,,A push was sent to a user for verification,,3,,6
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Draven Nightshade,sarah.wilson@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,kevin.green@placeholderemail.co,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,ryan.collins@fakemailbox.net,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,FAILURE,,Authentication of user via MFA,INVALID_CREDENTIALS,Venus Starlight,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Luna Moonshadow,chris.martin@sampleco.co,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Phoenix Emberstorm,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Blaze Thunderstrike,emily.white@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Zara Midnightshadow,jason.carter@tryoutmail.org,8,User,LogMeIn,192.168.0.2,/audit/logs/system,Logon,,3,Thunder Hammerstrike,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Celestia Thunderstorm,anna.hall@custommail.io,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,203.0.113.4,/security/logs/authentication-failures,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ignatius Inferno,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Maximus Stormbringer,bob.jones@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC authorization code request,,Orion Lightningstrike,anna.hall@custommail.io,11,,,,,OIDC authorization code request,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,203.0.113.0,/security/logs/intrusion-detection,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ragnarok Shadowblade,alice.smith@example.com,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Mac OS X,Logon,,Blaze Thunderstrike,kevin.green@placeholderemail.co,8,User,Oracle Cloud,172.16.0.3,/audit/logs/access,Logon,,3,Phoenix Emberstorm,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Thunder Hammerstrike,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Maximus Stormbringer,bob.jones@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ragnarok Shadowblade,lisa.brown@example.com,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zara Midnightshadow,bob.jones@fakecorp.net,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Ignatius Inferno,bob.jones@example.com,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,127.0.0.1,/security/logs/authentication,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Blaze Thunderstrike,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,DDS - On Prem - Require Password,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,198.51.100.8,/security/logs/authentication-failures,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Orion Lightningstrike,kevin.green@placeholderemail.co,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,Maharashtra,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Maximus Stormbringer,emily.white@dummyemail.biz,8,User,Slack,172.16.0.6,/oauth2/v1/authorize,Logon,,3,Venus Starlight,5
Okta,Okta,Okta,Okta,security,Maharashtra,,DDS - Require MFA - All Zones,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.2,/audit/logs/network,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Valkyrie Firestorm,ryan.collins@fakemailbox.net,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Astra Solarflare,laura.moore@sandboxmail.co,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Thunder Hammerstrike,anna.hall@custommail.io,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Xena Nebulosa,mike.anderson@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Orion Lightningstrike,jason.carter@tryoutmail.org,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Blaze Thunderstrike,john.doe@acme.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,On Office Network,UNKNOWN,ALLOW,Unknown,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,10.0.0.9,/security/logs/authentication,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC access token is granted,,Valkyrie Firestorm,mike.anderson@example.com,11,,,,,OIDC access token is granted,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC authorization code request,,Venus Starlight,anna.hall@custommail.io,11,,,,,OIDC authorization code request,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,OIDC id token is granted,,Zara Midnightshadow,olivia.perry@testinginbox.xyz,11,,,,,OIDC id token is granted,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Nova Frostbane,john.doe@acme.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Unknown,Logon,,Zephyr Blaze,bob.jones@fakecorp.net,8,User,Dropbox,127.0.0.1,/security/logs/intrusion-detection,Logon,,3,Orion Lightningstrike,5
Okta,Okta,Okta,Okta,security,Ohio,,,UNKNOWN,SUCCESS,Linux,Logon,,Seraphina Dragonheart,emily.white@example.com,8,User,,192.168.0.5,/security/logs/authentication,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Phoenix Emberstorm,kevin.green@placeholderemail.co,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Draven Nightshade,mike.anderson@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Luna Moonshadow,daniel.ward@virtualmail.io,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Telangana,5b6359b4-7600-4b58-9c63-e06b23f9ab87,not on office network,CHROME,CHALLENGE,Windows 10,Logon,Sign-on policy evaluation resulted in CHALLENGE,,,8,,,192.0.2.7,/oauth2/v1/authorize,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,sarah.wilson@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Zara Midnightshadow,mark.miller@yourtestmail.biz,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Luna Moonshadow,anna.hall@example.com,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,Virginia,,Require Password,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.0.2.1,/oauth2/v1/authorize,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,FAILURE,,Perform RealTimeSync by AD agent,Login Failed,Draven Nightshade,laura.moore@sandboxmail.co,8,,,,,Perform RealTimeSync by AD agent,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,olivia.perry@testinginbox.xyz,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Nova Frostbane,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Unknown,Logon,,Crimson Tempest,emily.white@example.com,8,User,Atlassian,192.168.0.4,/audit/logs/system,Logon,,3,Crimson Tempest,5
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Linux,Logon,,Phoenix Emberstorm,lisa.brown@nonexistentmail.net,8,User,,203.0.113.7,/oauth2/v1/introspect,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,bob.jones@fakecorp.net,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,Karnataka,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.3,/oauth2/v1/introspect,Logon,,3,,5
Okta,Okta,Okta,Okta,security,Karnataka,,,CHROME,SUCCESS,Windows 10,Logon,,Seraphina Dragonheart,olivia.perry@testinginbox.xyz,8,User,Adobe Creative Cloud,192.168.0.2,/audit/logs/network,Logon,,3,Maximus Stormbringer,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Nova Frostbane,alice.smith@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Celestia Thunderstorm,lisa.brown@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Maximus Stormbringer,anna.hall@custommail.io,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,Tamil Nadu,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,192.168.0.2,/security/logs/authentication,Logon,,3,,5
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Unknown,Logon,,Valkyrie Firestorm,mike.anderson@mytestmail.org,8,User,ZenDesk,198.51.100.6,/audit/logs/access,Logon,,3,Luna Moonshadow,5
Okta,Okta,Okta,Okta,security,Illinois,,,UNKNOWN,SUCCESS,Linux,Logon,,Ignatius Inferno,jessica.clark@mockmailing.org,8,User,,198.51.100.9,/security/logs/authentication,Logon,,3,,5
Okta,Okta,Okta,Okta,security,Telangana,,DDS - Require MFA - All Zones,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,198.51.100.1,/security/logs/authorization,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Celestia Thunderstorm,daniel.ward@virtualmail.io,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Luna Moonshadow,alice.smith@example.com,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,Virginia,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Astra Solarflare,alice.smith@example.org,8,User,Twilio,192.0.2.6,/audit/logs/system,Logon,,3,Ragnarok Shadowblade,5
Okta,Okta,Okta,Okta,security,Virginia,,DDS - No MFA - On Prem,CHROMIUM_EDGE,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in ALLOW,,,8,,,192.168.0.4,/oauth2/v1/token,Logon,,3,,5
Okta,Okta,Okta,Okta,security,Virginia,,,CHROMIUM_EDGE,SUCCESS,Windows 10,Logon,,Nebula Stardust,emily.white@example.com,8,User,,127.0.0.1,/oauth2/v1/introspect,Logon,https://www.flimflam.biz,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Thunder Hammerstrike,melissa.kelly@dummyinbox.net,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,172.16.0.8,/oauth2/v1/token,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Zara Midnightshadow,chris.martin@example.com,8,,,,,Authentication of user via MFA,,3,,5
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.3,/security/logs/authentication-failures,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,anna.hall@custommail.io,8,User,DocuSign,192.168.0.9,/security/logs/intrusion-detection,Logon,,3,Orion Lightningstrike,5
Okta,Okta,Okta,Okta,security,,,DDS - Require MFA - All Zones,CHROME,ALLOW,Windows 10,Logon,Sign-on policy evaluation resulted in REQUIRE_FACTOR,,,8,,,10.0.0.2,/audit/logs/network,Logon,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Phoenix Emberstorm,olivia.perry@testinginbox.xyz,8,,,,,A push was sent to a user for verification,,3,,5
Okta,Okta,Okta,Okta,security,,,,CHROME,SUCCESS,Windows 10,Logon,,Luna Moonshadow,laura.moore@sandboxmail.co,8,User,Salesforce,172.16.0.2,/security/logs/authentication,Logon,,3,Ragnarok Shadowblade,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Verify user identity,,Nebula Stardust,alice.smith@example.com,8,,,,,Verify user identity,,3,,5
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Seraphina Dragonheart,lisa.brown@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Ragnarok Shadowblade,sarah.wilson@example.com,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Venus Starlight,kevin.green@example.com,8,User,Adobe Creative Cloud,192.168.0.4,/security/logs/authentication-failures,Logon,,3,Venus Starlight,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,A push was sent to a user for verification,,Celestia Thunderstorm,melissa.kelly@dummyinbox.net,8,,,,,A push was sent to a user for verification,,3,,4
Okta,Okta,Okta,Okta,security,,,,,SUCCESS,,Authentication of user via MFA,,Crimson Tempest,mark.miller@yourtestmail.biz,8,,,,,Authentication of user via MFA,,3,,4
Okta,Okta,Okta,Okta,security,Illinois,,,CHROME,SUCCESS,Windows 10,Logon,,Thunder Hammerstrike,anna.hall@custommail.io,8,User,Salesforce,192.168.0.8,/security/logs/intrusion-detection,Logon,,3,Astra Solarflare,4
