activity_id,activity_name,actor.session.created_time_dt,actor.session.issuer,actor.session.uid,actor.user.groups,actor.user.name,app_name,category_name,category_uid,class_name,class_uid,cloud.account_uid,connection_info.protocol_name,dataSource.category,dataSource.name,dataSource.vendor,device.hostname,device.hw_info.serial_number,device.imei,device.imsi,device.uid,dst_endpoint.hostname,dst_endpoint.intermediate_ips,dst_endpoint.ip,dst_endpoint.location.region,dst_endpoint.mac,dst_endpoint.port,duration,event.type,message,metadata.log_name,metadata.logged_time_dt,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.sequence,metadata.version,monitor,observables,session,severity,severity_id,src_endpoint.hostname,src_endpoint.intermediate_ips,src_endpoint.ip,src_endpoint.location.region,src_endpoint.mac,src_endpoint.port,status,status_id,thread,time,timestamp,traffic.bytes,traffic.bytes_in,traffic.bytes_out,traffic.packets,traffic.packets_in,traffic.packets_out,type_name,type_uid,unmapped.action_flags,unmapped.action_source,unmapped.action_value,unmapped.category_of_app,unmapped.characteristic_of_app,unmapped.chunks_received,unmapped.chunks_sent,unmapped.chunks_total,unmapped.container_id,unmapped.container_of_app,unmapped.content_version,unmapped.dg_hier_level_1,unmapped.dg_hier_level_2,unmapped.dg_hier_level_3,unmapped.dg_hier_level_4,unmapped.direction_of_attack,unmapped.dst_category,unmapped.dst_dag,unmapped.dst_edl,unmapped.dst_model,unmapped.dst_osfamily,unmapped.dst_osversion,unmapped.dst_profile,unmapped.dst_user,unmapped.dst_uuid,unmapped.dst_vendor,unmapped.ep_assoc_id,unmapped.file,unmapped.file_digest,unmapped.file_type,unmapped.flags,unmapped.from_zone,unmapped.http2_connection,unmapped.http_headers,unmapped.http_method,unmapped.inbound_if,unmapped.is_saas_of_app,unmapped.justification,unmapped.link_change_count,unmapped.link_switches,unmapped.nat_dst_port,unmapped.nat_src_port,unmapped.nsdsai_sd,unmapped.nsdsai_sst,unmapped.nssai_sst,unmapped.offloaded,unmapped.outbound_if,unmapped.parent_session_id,unmapped.parent_start_time,unmapped.partial_hash,unmapped.pcap_id,unmapped.pod_name,unmapped.pod_namespace,unmapped.policy_id,unmapped.ppid,unmapped.reason,unmapped.receipent_of_email,unmapped.referrer,unmapped.repeat_count,unmapped.report_id,unmapped.risk_of_app,unmapped.rule_matched,unmapped.rule_matched_uuid,unmapped.sanctioned_state_of_app,unmapped.sdwan_cluster,unmapped.sdwan_cluster_type,unmapped.sdwan_device_type,unmapped.sdwan_site,unmapped.sender_of_email,unmapped.serial_number,unmapped.session_end_reason_value,unmapped.session_owner,unmapped.severity,unmapped.src_category,unmapped.src_dag,unmapped.src_edl,unmapped.src_model,unmapped.src_osfamily,unmapped.src_osversion,unmapped.src_profile,unmapped.src_uuid,unmapped.src_vendor,unmapped.sub_type,unmapped.subcategory_of_app,unmapped.subject_of_email,unmapped.technology_of_app,unmapped.threat_category,unmapped.threat_id,unmapped.to_zone,unmapped.tunnel_type,unmapped.tunneled_app,unmapped.url_category_list,unmapped.url_category_value,unmapped.url_idx,unmapped.user_agent,unmapped.vsys,unmapped.vsys_name
2,Close,6275/99/53 34:35:77,emily.white@dummyemail.biz,14e8d26d-62df-4bb2-9440-5abbe9d50024,,Nova Frostbane,Zoom,Network Activity,4,Network Activity,4001,,icmp,security,Palo Alto Networks Firewall,Palo Alto Networks,DB-SQL03-TEST,6456456,,0,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,,[9.3.7.6],127.0.0.1,Germany,,0,7,Close,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231123,3.0.2-lA.4,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""dst_endpoint.ip"", ""value"": ""10.0.0.1""}]",log_session_8136213136238072612,3,0,CLUSTER-DB05-INT,192.0.2.4,203.0.113.1,Mexico,,8,Success,1,log_2,2105-61-25K93:71:58.751-14:26,1706649462346864640,41,27,3,9,6,0,Network Activity: Close,400102,4o3845504924325692,niVM-JqEANS,iVNAx,VYkNoyE-ohvKRVJc,"""EkM-XFTuc-OkUFCCzTNEMyP,rtTslo-vkxyw-asuAdXBZbtE,PEQDbMldw-buf""",0,7,4,,,,546,0,2,1,,,,,,,,,,,,3,,,,5i791032,rEad486_uaIpt-Uu_fEw,4,,,rizHfmTQ9/9.619,Tq,,7,,5,2,,,,1,mwjLJcXf7/5.775,4,,,,,,,,,,,6,,2,DK_TMJ_dCPH-195-VKpjyzaI,8V4Tqa4R-Oicn-1g67-M359-13Rk7Q0bGT05,sN,,,,,,,janW-nim,,,,,,,,,,,,sBs,UqSYjVVi-btTxbyX,,WcrQjTP-cYHKhxGR,,,WSuM763-vjlXDYoQx,O/o,cwnPyzxTRb,,RRO,,,vUKn3,
2,Close,2985/66/65 00:70:05,lisa.brown@nonexistentmail.net,8c13d7a2-cf6a-417c-af0a-4c3c7e6e0d42,,Ignatius Inferno,Dropbox,Network Activity,4,Network Activity,4001,,icmp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,1231231,,0,5b6359b4-7600-4b58-9c63-e06b23f9ab87,,[2.0.4.2],192.0.2.6,Mexico,,0,5,Close,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,2342342,4.3.3-hg.3,agentSyslog,"[{""type_id"": ""4"", ""type"": ""User Name"", ""name"": ""actor.user.name"", ""value"": ""alice_smith""}]",log_session_8136213136238072612,3,0,FW-EX01-DEV,198.51.100.6,192.168.0.9,United States,,3,Success,1,log_2,3099-43-55n46:14:16.123-34:09,1706649462346864640,37,51,6,3,4,1,Network Activity: Close,400102,9N0710764755213193,Refp-ixUhSE,klSnH,EtoLSVS-maBRMXyB,"""wWO-ArNTz-wTvVWIUyQfhBr,StyeBJ-kTQaH-hKqpkawghDL,bjxHygGTW-uBu""",6,8,6,,,,275,7,1,9,,,,,,,,,,,,5,,,,0T349606,AbVK780_PyZMr-PO_Uvg,2,,,LCgBgqAm1/4.659,Qz,,6,,1,4,,,,0,qPfsyxzv5/6.891,7,,,,,,,,,,,6,,9,Xb_ivi_TSXO-750-WcpfsHMl,7U2PWK7Z-pKjv-6f77-o465-03Ts2w8grP24,CQ,,,,,,,vuar-CCI,,,,,,,,,,,,ydg,FLLFcmkt-TgUpwbQ,,LCueQKa-SLbzIYkx,,,nFNB336-fAGAZHTeA,H/a,jBThMXSrYh,,IFM,,,xGbF9,
1,Open,5243/65/88 48:18:94,daniel.ward@virtualmail.io,8f03b7f1-f632-4a98-832c-99d1460b33ea,,Crimson Tempest,Adobe Creative Cloud,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,3457345,,0,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,,[1.6.6.5],203.0.113.1,Germany,,53,7,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,4564363,4.7.8-yW.7,agentSyslog,"[{""type_id"": ""3"", ""type"": ""MAC Address"", ""name"": ""src_endpoint.mac"", ""value"": ""08:00:27:3C:23:9F""}]",log_session_8136213136238072612,3,0,DB-SQL03-TEST,198.51.100.9,172.16.0.9,United States,,24273,Success,1,log_2,5798-06-72I11:02:66.132-32:90,1706649462346864640,02,79,0,8,2,1,Network Activity: Open,400101,3z7721384415254994,VLwg-TrEKKz,uTrdg,PyQojKIxGS,"""zKwK-EX-bEYkOMN,DNV-pXAvK-piglUIyVchwTL,tQDzpEFLt-Gjj""",5,4,1,,meR,,514,0,5,1,,,,,,,,,,,,7,,,,9r4,sJllyWD,1,,,GULVksJF5/2,BQ,,6,,1,9,,,,9,dyhukbcR0/2.772,7,,,,,,,,,,,8,,6,cExPLlp - msucB,b7bGr461-v314-65q1-71p9-NY950n0A565X,ZM,,,,,,,E/x,,,,,,,,,,,,Xyivy,pyDlRVtHpsHqYR,,mCTekej-WewLyGrg,,,ToRe011-hvbDiGmuXRElji,X/m,HbK-AgQc,,bul,,,DoSa2,
1,Open,2845/03/08 56:58:80,emily.white@dummyemail.biz,f54de0da-89e3-4f11-91de-3c7a7ad5e372,,Ragnarok Shadowblade,GitHub,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,SRV-WEB02-QA,4564363,,0,a430cfd3-5a3b-4212-aa8d-c2ba1a62a04e,,[0.2.5.3],10.0.0.1,Canada,,52105,3,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231231,9.6.8-rX.4,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""src_endpoint.ip"", ""value"": ""192.168.0.5""}]",log_session_8136213136238072612,3,0,DB-SQL03-TEST,198.51.100.2,203.0.113.7,Russia,,24038,Success,1,log_2,5483-13-40G77:51:26.558-41:62,1706649462346864640,800,036,11,5,9,7,Network Activity: Open,400101,4h6162526130734833,jOkf-AJQwgr,hNLlB,yIhtCvXhir,"""CbZ-OgNbJ-vwwujVGMDzKSa,YTDtGa-QxIZr-WumtuMSeKsr,THGwVSkux-Rcz""",3,2,1,,rhhVT,,985,5,4,5,,,,,,,,,,,,8,,,,9u3,fqMT962-VvM-VFnY,0,,,WUsRnAIz0/8.216,OL,,2,,0,5,,,,2,TGOuNGDf6/1.625,9,,,,,,,,,,,3,,6,xc_kBI_AuIJ-281_mZDmZziA,40613m8W-2zm8-8D03-M8tH-68505H7Bx8k6,kA,,,,,,,q/P,,,,,,,,,,,,UqFVT,ZPlEwlHOnIbXCl,,atqnZgi-eJoTVPbD,,,Wcnp042-DbunRkIQp,H/E,ewbBfjQJTJ,,ZoA,,,oxYO3,
1,Open,3370/41/36 29:02:77,mark.miller@yourtestmail.biz,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,,Celestia Thunderstorm,Cloudflare,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,GW-FW03-STAGE,1231123,,0,1f44e110-3f62-426d-bdff-7c4281b5e990,,[4.9.9.7],203.0.113.9,United States,,88,2,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231123,0.6.7-cp.0,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""src_endpoint.ip"", ""value"": ""192.168.0.5""}]",log_session_8136213136238072612,3,0,VM-DEV04-APP,198.51.100.4,192.0.2.1,Germany,,92969,Success,1,log_2,0399-14-47j52:55:52.303-31:62,1706649462346864640,3821,6849,73,7,1,8,Network Activity: Open,400101,3Q7780231679536629,mpCk-IyPhXk,qSpCr,bzAiPFFW-csMZdhT,"""FII-qxvWV-HGEOjSwGvYpxW,UufvvcWeC-Tqt""",7,8,0,,,,352,3,8,0,,,,,,,,,,,,3,,,,8F0,NKptlQw,1,,,QyKttzvz3/0,Ep,,2,,6,2,,,,4,PbAykqLy0/8.678,4,,,,,,,,,,,6,,8,mUicLni - oJSIH,Q7amr664-f397-84d2-43P7-bV189a3O004L,Je,,,,,,,Y/u,,,,,,,,,,,,wedXN,WcYo-ZECzwQl,,xDxQCD-aYrTNk,,,cSdy238-gWcDzocKSVUpdu,j/U,NexHoGjxNS,,xud,,,QARO7,
1,Open,7915/50/09 42:77:60,anna.hall@example.com,3c0cbad3-951a-45cf-b4b3-1b7781b45b46,,Blaze Thunderstrike,Okta,Network Activity,4,Network Activity,4001,,icmp,security,Palo Alto Networks Firewall,Palo Alto Networks,DB-SQL03-TEST,1231231,,0,c4f78908-3834-4e96-8d5b-5a9b4b671951,,[5.8.0.2],192.168.0.7,United States,,0,2,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,5234242,6.2.3-mG.2,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""dst_endpoint.hostname"", ""value"": ""host_beta""}]",log_session_8136213136238072612,3,0,CLUSTER-DB05-INT,192.0.2.9,192.168.0.3,United States,,7,Success,1,log_2,4455-13-77m93:44:00.223-74:80,1706649462346864640,98,61,0,6,0,2,Network Activity: Open,400101,2W6388376373423016,htPH-idLIuK,FjEwV,KpdtDRP-SewGHKQf,"""aTX-gpMkx-APrZxondslqzz,fcTlma-UgsbY-HrLRVrQqWLm,VdoCAGQSK-umE""",5,2,1,,,,862,7,5,6,,,,,,,,,,,,7,,,,8Y459615,dQTXjtN,6,,,pdKWbUJj8/3,NM,,4,,3,0978,,,,8,RqdZXYwH6/8.588,6,,,,,,,,,,,6,,6,FGorwqU - dEFSS,x3Gpi357-s757-55J9-49w4-vy581v7I064O,lE,,,,,,,p/u,,,,,,,,,,,,GZzjd,ygMDefzz-lVOnqXD,,LTzkKVf-trKQefrw,,,oODb748-SUfAxkDSjXUwhF,A/F,cWXqJDCAqs,,gXc,,,qQjz9,
1,Open,4814/17/40 60:02:08,ryan.collins@fakemailbox.net,8b201ded-12c1-4a3b-8a36-df548fa0a745,,Thunder Hammerstrike,Slack,Network Activity,4,Network Activity,4001,,icmp,security,Palo Alto Networks Firewall,Palo Alto Networks,APP-APP01-PROD,4564363,,0,1f44e110-3f62-426d-bdff-7c4281b5e990,,[3.4.5.0],172.16.0.2,United States,,0,3,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3453455,1.4.4-SL.3,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""dst_endpoint.hostname"", ""value"": ""host_beta""}]",log_session_8136213136238072612,3,0,VM-DEV04-APP,192.0.2.1,172.16.0.8,United States,,6,Success,1,log_2,7872-70-91M60:57:31.751-29:23,1706649462346864640,36,57,3,1,2,4,Network Activity: Open,400101,4w3651904291990114,IxdR-kQKdaH,DWQhW,wTgqHxf-bWlWjuSj,"""LKV-efjMx-tngvFFkoXTPPZ,CZfHPd-mWMOS-TjOqEllhoKk,ZciXajEHJ-zpM""",7,0,9,,,,966,1,4,4,,,,,,,,,,,,0,,,,9H862062,IILb17-QP_bBYUD,7,,,nBTyWGEg5/1.60,ov,,8,,0,6171,,,,7,drSwTueS3/3.261,4,,,,,,,,,,,2,,0,Ae_OWy_IBPD-60_guewHMLl,40632365-X153-06A9-X147-3DJq9G773547,xl,,,,,,,A/n,,,,,,,,,,,,MFQvH,boRgvIrd-MYIpZEJ,,cjGkhtb-KbAQJMzl,,,dapI749-JLVnlidBJsEKpv,N/n,mcjToKsYfD,,DvD,,,Ctkb7,
1,Open,3588/14/40 13:35:60,emily.white@dummyemail.biz,b1d7a914-7db0-45b3-986d-c5f6bc36a198,,Zara Midnightshadow,Okta,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,VM-DEV04-APP,1231231,,0,8f03b7f1-f632-4a98-832c-99d1460b33ea,,[2.7.6.7],192.0.2.5,Canada,,53,1,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3453455,5.3.5-Dn.2,agentSyslog,"[{""type_id"": ""3"", ""type"": ""MAC Address"", ""name"": ""dst_endpoint.mac"", ""value"": ""52:54:00:AB:CD:EF""}]",log_session_8136213136238072612,3,0,DB-SQL03-TEST,203.0.113.6,203.0.113.2,Canada,,74165,Success,1,log_2,3563-35-49j60:92:03.468-53:49,1706649462346864640,29,40,1,1,5,6,Network Activity: Open,400101,1R0992264626449540,KbWC-HcbjQD,jHiIe,PwIipeLEse,"""vUiZ-vi-INLJbDV,dEg-tamiJ-viwHbzvhhmezs,qpiXnxOjn-zbG""",4,2,5,,yTa,,515,7,8,4,,,,,,,,,,,,0,,,,5h2,awrq048-hsj-RWTs,4,,,wqkXzzyU3/8.930,GX,,0,,9,3,,,,5,jgApkHrx7/0.118,5,,,,,,,,,,,0,,3,BV_fTS_Bdni-588_AaqEWaUm,15312m6g-7MM1-3W53-A7nM-11710y1nN5a3,Bj,,,,,,,q/A,,,,,,,,,,,,KkRih,qHttUkDVnbGOtE,,ASmLoCK-evyGCsOb,,,uUYk145-QDoTVwpgNChMYe,I/L,nAF-pFLq,,KQF,,,xhFo6,
1,Open,5485/77/94 33:40:20,chris.martin@sampleco.co,3d1bfa42-d1f7-4a95-bd61-0dd219cde31d,,Xena Nebulosa,LogMeIn,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,3457345,,0,c4f78908-3834-4e96-8d5b-5a9b4b671951,,[9.6.5.0],172.16.0.6,Canada,,53,5,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,4.0.3-tc.1,agentSyslog,"[{""type_id"": ""3"", ""type"": ""MAC Address"", ""name"": ""dst_endpoint.mac"", ""value"": ""52:54:00:AB:CD:EF""}]",log_session_8136213136238072612,3,0,CLUSTER-DB05-INT,192.168.0.2,198.51.100.1,Russia,,23259,Success,1,log_2,4982-18-22c56:09:13.807-68:14,1706649462346864640,14,09,0,5,6,7,Network Activity: Open,400101,1M4113192558750224,mkDT-AgJXtp,OEycz,VLoyXWHtzq,"""GEXN-dD-LPvmDbi,RvV-iUrlE-BgQTaqUlQphaR,JphMnAolp-BCK""",7,8,8,,UMK,,989,2,9,0,,,,,,,,,,,,5,,,,0l4,ZWisboj,3,,,CujrVesv9/6,ld,,6,,4,5,,,,5,rXmLdiYj4/8.217,4,,,,,,,,,,,4,,7,IeoqPdY - Gyhui,Y5kEL965-w306-87t9-87d6-Yh918j1e457x,ih,,,,,,,x/w,,,,,,,,,,,,MFlbd,AbldpitsYNPVcC,,fJTsPKP-ojjDeFmR,,,ITAY725-FCtmObjKEerxLc,m/j,Jun-ZGGG,,Gig,,,QaJN6,
1,Open,1708/23/99 98:22:91,lisa.brown@nonexistentmail.net,d1cc93b4-5d01-48c2-8309-903c8f1accc2,,Blaze Thunderstrike,ZenDesk,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,2342342,,0,1b20ecab-2b0a-442c-9b79-478cfb1df6e9,,[1.7.1.9],192.0.2.2,Canada,,53,9,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,3453455,3.4.5-Jl.9,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""src_endpoint.hostname"", ""value"": ""host_alpha""}]",log_session_8136213136238072612,3,0,NAS-STOR01-UAT,10.0.0.3,192.0.2.2,Mexico,,68193,Success,1,log_2,8079-87-08d78:63:67.973-98:03,1706649462346864640,13,42,7,0,2,8,Network Activity: Open,400101,6N9270792893669609,pzcP-mvAJGN,nBdJF,LbEbDAjXAq,"""nzMl-SV-vIQCdKz,ipu-VCzJS-lGTTMONyxLJBK,RosFofxpN-yzq""",3,1,1,,iVD,,136,8,9,3,,,,,,,,,,,,2,,,,5d7,bswaxEe,4,,,bAZnqIRO7/0,zr,,3,,4,6,,,,5,GZiTjNpA7/9.994,3,,,,,,,,,,,6,,9,apdUBjg - gVFnA,w5PbS183-h673-44A2-21l4-WT358R2h916j,LM,,,,,,,Y/I,,,,,,,,,,,,vLlEB,srOhfdHlAghDcl,,SUPGBGb-WEfmdGtr,,,fxlt957-SvsoVQlGkjdWur,g/b,ESK-RJJi,,vtu,,,uLIN9,
1,Open,0242/16/44 45:35:09,emily.white@example.com,c4f78908-3834-4e96-8d5b-5a9b4b671951,,Nebula Stardust,Okta,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,LB-LOAD02-DR,4564363,,0,8b201ded-12c1-4a3b-8a36-df548fa0a745,,[0.5.9.2],10.0.0.5,United States,,12801,2,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,6.0.7-vh.6,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""src_endpoint.hostname"", ""value"": ""host_alpha""}]",log_session_8136213136238072612,3,0,APP-APP01-PROD,10.0.0.3,192.0.2.5,Mexico,,27401,Success,1,log_2,3026-48-88s58:80:76.197-07:55,1706649462346864640,527,867,54,6,7,0,Network Activity: Open,400101,8p1400443196359369,PfHv-DEBZCh,pTCRI,ibRUCACDMc,"""XdfN-hC-NFyihPB,sxQt-yS-fbzvmBAf-Xvhe,bqx-wUtAx-qlSgxqsUtGReh,acNhfM-GAjSC-MVxdkqKsGEM,QFknygGHS-jHZ""",1,0,5,,,,636,5,6,5,,,,,,,,,,,,2,,,,2m075614,BmuF655-dZGySSJUX,2,,,uZUZoWEG6/8.324,sw,,2,,4,0,,,,9,OTvXfXOF0/4.450,5,,,,,,,,,,,5,,9,Pd_Tvr_WAEQ-278_DuDYADi-afo,4Ujm1L37-p04U-96V7-3U21-u43wIlLq4shk,FM,,,,,,,m/b,,,,,,,,,,,,MCvQL,vSJEMvubI-JFISzI,,jahgHIp-FVCeT,,,xPmz610-Zlp-cmkn,D/D,jAv,,nZe,,,oIqr3,
1,Open,3599/95/03 63:18:22,bob.jones@example.com,e2a5f97c-2c65-404f-ae48-571354ca95f7,,Venus Starlight,Microsoft Azure,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,DB-SQL03-TEST,3453455,,0,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,,[3.4.6.2],192.0.2.1,Germany,,53,3,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,1231231,3.7.3-PA.7,agentSyslog,"[{""type_id"": ""1"", ""type"": ""Hostname"", ""name"": ""src_endpoint.hostname"", ""value"": ""host_alpha""}]",log_session_8136213136238072612,3,0,CLUSTER-DB05-INT,192.168.0.4,198.51.100.6,United States,,31491,Success,1,log_2,9581-16-83E00:90:73.357-30:97,1706649462346864640,03,66,3,5,9,1,Network Activity: Open,400101,0y8660699339575921,MpWG-eHyTpp,uJzJO,XWIcHsVSmz,"""tcBN-qJ-OwQfDdb,bsr-ywpny-VMkrwOuNNxFok,TDwxRBwdI-EXy""",4,7,4,,RZV,,193,7,7,8,,,,,,,,,,,,7,,,,5R5,USSSouB,7,,,xdQmfngZ5/0,hv,,8,,8,9,,,,8,GktTLFlf8/1.740,4,,,,,,,,,,,4,,0,GbpNrdy - sDQjr,z5JzP961-o819-31Y0-88b0-lT926B8X301V,YI,,,,,,,x/F,,,,,,,,,,,,dhVji,EhqXxZxvgLCVMx,,Jhpslop-KxLCZfbL,,,eoSv016-rzVaDyfpqaCqZK,L/Q,Snm-eABw,,lQd,,,FAbJ7,
1,Open,5955/74/91 99:17:94,olivia.perry@testinginbox.xyz,6a271f0d-af67-4e3b-9dfe-39909bb3e376,,Thunder Hammerstrike,Workday,Network Activity,4,Network Activity,4001,,udp,security,Palo Alto Networks Firewall,Palo Alto Networks,FW-EX01-DEV,2342342,,0,883a35a5-4e3c-4a0c-a7f9-4f6a1a6b461e,,[2.2.8.3],192.0.2.9,Germany,,53,2,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,6456456,3.9.4-HQ.4,agentSyslog,"[{""type_id"": ""3"", ""type"": ""MAC Address"", ""name"": ""dst_endpoint.mac"", ""value"": ""52:54:00:AB:CD:EF""}]",log_session_8136213136238072612,3,0,APP-APP01-PROD,192.168.0.9,198.51.100.3,Germany,,40862,Success,1,log_2,5752-84-70Q42:71:54.127-81:93,1706649462346864640,81,02,8,6,4,0,Network Activity: Open,400101,7d1709979221781305,aRgp-jSZowa,DauKy,lMzHFcXEMW,"""MhEF-iR-OcYyAHa,EHq-zzaHo-AHyDvtALAIsxw,YpFbUFcDi-FPg""",2,8,5,,Ohg,,677,6,9,9,,,,,,,,,,,,5,,,,0W8,WdNnADn,8,,,AfhLIWPM7/4,ur,,5,,0,4,,,,8,JKCpBQdh4/6.219,6,,,,,,,,,,,8,,2,STrHzUE - NgHwV,H8LpC696-T846-17d8-89A0-Wh041x7Q679w,uB,,,,,,,Y/h,,,,,,,,,,,,sSzzG,VHrSVmNmSHRWuD,,vuzMiMD-OMWaCGjX,,,cPvx691-IIOQkZNzmTTksK,W/i,AcB-nGZn,,cUm,,,ckcT0,
1,Open,3671/83/36 25:41:30,jason.carter@tryoutmail.org,e5f38a42-9be4-4e4e-98f1-7528a02a1f66,,Seraphina Dragonheart,Google Workspace,Network Activity,4,Network Activity,4001,,tcp,security,Palo Alto Networks Firewall,Palo Alto Networks,FW-PALOALT02-SEC,4564363,,0,19a1d2a0-29e7-4bd4-86d5-11c137efbd0c,,[6.1.7.4],203.0.113.4,Canada,,12800,7,Open,-,TRAFFIC,2024/01/30 16:17:40,2024/01/30 16:17:40,Palo Alto Networks Firewall,Palo Alto Networks,,4564363,9.1.6-SR.1,agentSyslog,"[{""type_id"": ""2"", ""type"": ""IP Address"", ""name"": ""src_endpoint.ip"", ""value"": ""192.168.0.5""}]",log_session_8136213136238072612,3,0,CLUSTER-DB05-INT,198.51.100.4,192.168.0.6,China,,00894,Success,1,log_2,7079-08-68I90:12:80.922-56:19,1706649462346864640,702,788,45,2,6,4,Network Activity: Open,400101,5F1717390515391531,YmrL-OckLjg,PPOkq,MuzzDqBEcA,"""bEwp-AW-cECToZM,iUgE-Ig-LhPXHKSV-ERES,gqJ-VgZzA-FzfAScJvuGDel,nFEaYS-kCHeW-KkCJLoOmlYh,FvWntMRBw-HhN""",3,2,2,,,,970,1,0,7,,,,,,,,,,,,7,,,,4D645066,KdNa113-bFydkWFOi,4,,,yiGhQxoH2/0.885,Eh,,2,,3,9,,,,9,UqHQWjXg1/9.106,2,,,,,,,,,,,4,,8,LY_bqM_vmVb-397_BuvUGRN-RFB,9OsM0u44-q46F-49I4-7G78-X87eJZZy0Aky,br,,,,,,,R/p,,,,,,,,,,,,HWQKT,LPIwjtMNk-evoCER,,BOrecoG-qwaXc,,,UfuW893-Rwo-CwZQ,n/H,kER,,Dzw,,,gcNK8,
