activity_id,activity_name,actor.user.email_addr,actor.user.type,actor.user.type_id,actor.user.uid,category_name,category_uid,class_name,class_uid,cloud.org.uid,dataSource.category,dataSource.name,dataSource.vendor,event.type,message,metadata.original_time,metadata.product.name,metadata.product.vendor_name,metadata.product.version,metadata.uid,metadata.version,session,severity,severity_id,status_id,thread,timestamp,type_name,type_uid,unmapped.AppAccessContext,unmapped.ApplicationDisplayName,unmapped.ApplicationId,unmapped.AssertingApplicationId,unmapped.AuthenticationType,unmapped.BrowserName,unmapped.BrowserVersion,unmapped.ClientIP,unmapped.CorrelationId,unmapped.DeviceDisplayName,unmapped.DoNotDistributeEvent,unmapped.EventSource,unmapped.FileSizeBytes,unmapped.FileSyncBytesCommitted,unmapped.HighPriorityMediaProcessing,unmapped.ImplicitShare,unmapped.IsManagedDevice,unmapped.ItemType,unmapped.ListBaseType,unmapped.ListId,unmapped.ListItemUniqueId,unmapped.ListServerTemplate,unmapped.MachineDomainInfo,unmapped.MachineId,unmapped.ObjectId,unmapped.Operation,unmapped.Platform,unmapped.Site,unmapped.SiteUrl,unmapped.SourceFileExtension,unmapped.SourceFileName,unmapped.SourceRelativeUrl,unmapped.UserAgent,unmapped.UserId,unmapped.UserKey,unmapped.WebId,unmapped.recordType,unmapped.userType
99,FileAccessed,olivia.perry@testinginbox.xyz,User,5,,Uncategorized,0,Base Event,0,79x13P49-e1g7-0i6T-Tm72-uXcE1hSa4495,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:44:17,OneDrive,Microsoft,0,42d0d22a-7f8a-4966-9754-257b6e525eb4,7.6.7,log_session_9100378864597745983,3,0,99,default,1706579426553760425,Base Event: Other,99,"{""eqVKsPStirw"":""C9361sI2-07H7-6151-UNfl-VIH7599hp36e"",""DyTDqXAdumkyH"":""xkOfFXMVE ThRsHj"",""PpNhfiuLHZgID"":""u21B12M7-68o3-1961-oRE0-21739Z587H6h""}",qbrbBfObN cUSARp,r8574kf9-06Z0-8677-InkH-NPi4062vZ38B,,CxgsV,,,72.61.050.950,C55s41X0-95X2-5690-HHh9-93946g140J5z,18.16.220.80,drph,zegwwNvXFQ,,,oXXLj,,yBBW,vnSa,7,d014z964-f8EL-10A2-kI27-8899239iXs1U,75n42060-rD77-5874-21Ww-R95811mc1LVT,658,,,WKPND://ZWmZXoWsxYmq-KU.pGmZKsrtRG.Vjy/DVCuJQND/yRJVgVHOt_QGHzNNKeRqgY_BrX/VNIMJbgsA/gkgWk UkJwhdD KSxajT.bYBS,dkloPTjzLMFk,kYdyIIn,L90690Oa-72by-6Kd4-eMDo-7w2a98C5560Z,UCSTY://lVLCLTkUlwsL-Cs.OAKgertbwO.cJJ/mxCoiGTJ/KzPHllHde_tpsPsHcCDFPp_uub/,moGJ,jDKYd ZAZeCgY wIIRCD.TERf,ElNrBbLGk,lgQgiqeWdhAXX/3.6,qPpHrIBYQ@AFHtjKGzmvna.Esk,u:6Z.Z|KwqMKkZJea|6986695069583D19@DPqu.kER,22Y11E47-472s-1H35-PQf6-78G01427z09u,9,1
99,FileAccessed,ryan.collins@fakemailbox.net,User,5,,Uncategorized,0,Base Event,0,35N88d68-r4U1-5b7Q-Gg01-jtFI8CAy5444,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:44:17,OneDrive,Microsoft,6,f54de0da-89e3-4f11-91de-3c7a7ad5e372,1.4.7,log_session_9100378864597745983,3,0,99,default,1706579426553964642,Base Event: Other,99,"{""SjScXJKWNBN"":""a9100GN3-30C4-1711-eags-HEl7794Eg81k"",""QuhkBjyKqcDsi"":""eOGmhfmBA QgugTa"",""cqsOicIsoXHxE"":""K23d74n1-37N3-9537-AdR0-10boLH3Pz465""}",GkreNSxpb CdRwlN,z2902pY4-21q1-3550-qaTT-hSH4830Fn99n,,EdwIt,,,30.55.381.211,U95l30M8-96O4-6868-gvs3-20bgBg2FS127,74.316.734.070,BTXC,gRNAOQVKrj,,,FvDgW,,RfiU,nQYd,3,E484m089-Q1vX-12s6-yj67-3690196BEi8O,30FD98W0-1z16-81du-rW20-G0774Pi2t5p5,508,,,hnNLX://BudSHmRqKdoe-iF.ZGobNNnbDY.iih/jzOGsThh/NUMGcdWie_MRsTkxaWuUZw_cwU/dyENDcxKS/2718 lbf.AfoK,iNLTXnWGyddZ,odiEEcy,u46624Gv-32Bn-9WO1-OsiF-5g1H01v4778x,KLMFk://kvRFGDZjUEjs-cY.nqmikCSvSn.NqG/XzCTssnl/fmFhOWVDa_glaiKIwSCoOH_uer/,AArO,7366 Zhf.Lsut,cZuOHfCzU,UNoGVefxhrcjG/4.0,gxFtiiDPE@BiWneFxQoFCz.FNm,S:7k.F|rigJCgUdFs|3486868029460Y73@cZSQ.hiI,58Y27d28-162h-0I14-lMB8-95c98648d53D,9,1
99,FileAccessed,bob.jones@fakecorp.net,User,4,,Uncategorized,0,Base Event,0,97W56z01-X1M2-6g6Y-rj12-cCdg9eRr5298,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:43:47,OneDrive,Microsoft,7,cc17f250-7e74-4030-b965-e731d84396db,0.9.1,log_session_9100378864597745983,3,0,99,default,1706579426554166174,Base Event: Other,99,"{""ctLxbmtJLddG"":""ty359698-r98m-850F-35F8-f020880m3ON6"",""AuAziIkgRWYsF"":""qBIPxgFC"",""rIpHrzjGKmrgb"":""Wo5x50w9-B326-4175-RCX8-2qd54o1j0Y68""}",ekYKhcKK,,,NDJmI,,,57.97.690.766,dg9K53G1-K350-9665-dqI6-0tb34D9n1s80,83.92.506.834,,HmSRlHvTbI,,,ldFOC,,LPXZo,MExR,0,b6f61371-47Tx-6J1X-Y6L7-fvi4017eW47j,6562517b-7U80-8q24-UgSj-ny5v93I966O9,034,,,xtmJm://HploxGEtGptX-Ew.NXPeBhDZHF.qWz/zKcnISoo/pLlXfACtYw_JnMEUCGvuIgE_Vlt/sShBjhHwV/Fyg XcKtnMlaUb.EYjb,CFPwYsyhJACl,KKH,vK46i801-7n15-56M9-879e-ea9Bl0x8s054,JSJbB://ihvMPIsjQCLj-Ok.QvYudPbjRB.Oxz/KYInzObz/ePzwvBpAUy_MswlceWvItXG_YCI/,FZbL,Ivi cVSKOfhJJe.lgZy,RWdUJwZlF,wkieD,VZpgczvbrU@uRkensBoxxcU.fFa,o:0K.L|FtCioWLaXD|92079749OG461808@UWgo.UXq,8cb57J87-838D-0xA9-L5rl-725mO60Q970h,7,9
99,FileAccessed,emily.white@dummyemail.biz,User,7,,Uncategorized,0,Base Event,0,93I77x75-R9j5-4h9l-ki94-jLwg2nhV6671,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:41:50,OneDrive,Microsoft,3,63547fc9-049d-4e7e-8b3f-68e5b18a0e44,4.6.3,log_session_9100378864597745983,3,0,99,default,1706579426554604885,Base Event: Other,99,"{""jQCmcuMUOyor"":""kQ58q905-600D-0698-5GO7-4461o0P1b647"",""ZehiMlIBzTjbS"":""JmETn"",""BauVAntaKnwYLDaKn"":""4269-71-52q68:92:20"",""JwKwnWconCzQv"":""4SlQJraMC27WGX56MK6YHO"",""MGJYHABnzuRRG"":""aE1v37f4-06gd-4693-mUJ9-7m356W273068""}",sQaDd,,,eXXTYVtJJWrmGEQ,,,6902:7R96:y325:1913:4396:2171:2856:Z8t4,Lm4s66e8-85vR-6416-aPU6-6K652M117985,9F89:093:7358:4W:623P:m8JH:35d1:8828,,zeypebbVKa,,,mPryV,,AsYW,mMci,8,01686R50-E1e3-78ri-7t20-7HV8R49o9F9S,0y668997-GeV0-3dEP-k1sD-d734244999SY,801,,,avhKy://nsufkgyWSirD-AM.POFMikZwJa.Uib/qaWZWLjT/le760175_zvisbVVqbcEf_ntJ/ojjfZidSl/AhMWqCg/oSSKPtiCro hM zfs GmgNT.gZyr,zyLYLajVWhMm,bcIPJuoBrR,23f8k22H-cq93-2567-7499-37B9M953837U,TidQm://EFlJkJqZfECf-vB.DhJhNMAWss.gQS/XjiExabS/Ib970315_rAffSpxxzHaW_vBy/,wSPB,DkvVgKtiEw SX DUL Ophuc.qkfT,iRdzyiQHa/zraeeJE,DRrwMMLDA FjGpHE bQJgH/17.5.65644.92364 (PbNHPxW/33.1; IwNzBqE S49; IG-vt; IWaVIhH PsN; xopiydmsY UZQHMXQtxnN/UvsTcMA KLf 0+),EK247795@adknHBYZZnjv.Kgr,A:6I.T|XpSphYhxkh|634736765a219089@vxDX.lFo,1E956220-10Y5-6627-707G-0r1D62u9b463,2,4
99,FileAccessed,emily.white@dummyemail.biz,User,9,,Uncategorized,0,Base Event,0,89E05E16-G7x8-9Y3h-xX59-YMCe6XqW7069,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:43:36,OneDrive,Microsoft,5,7f71a485-499e-42f5-9c49-1e2e4cb4870f,9.7.9,log_session_9100378864597745983,3,0,99,default,1706579426554809061,Base Event: Other,99,"{""YwAnwSIlraSf"":""05I859y5-09c8-3051-q183-35P2Xi86B8b6"",""VLwmLVDWANgRg"":""RLCX"",""foQJqJMTgqIrCVymQ"":""3156-81-44F36:21:63"",""WVsxlWyHHHJOC"":""2KbcTOskWpcKZFRUPAihMI"",""oFLoQMjhDKYwL"":""x62Z61f4-59jF-9020-ew52-S8Sbx7115Q15""}",qnYn,,,ZRmvhQWzJBISVLC,,,55.69.8.737,L18i66v1-45WK-1671-bf38-L0nVS8377J87,2b22:040:8662:4a:j4r1:Wk11:M23h:43K8,,ZMcCGjDSXb,,,mStDY,,qOpr,IRpZ,6,p3hen1i0-45xr-6V08-01Ec-163e4720Q956,4W90199Z-7E55-0Wx7-2401-1709057r4D68,680,,,bBAjW://IfNOVvdateWx-bj.wffNurSAnO.QYE/UXjfmVkT/dt471031_owzzZcLAWcxG_ktD/lJtpGzxUp/WCC dBh PsNUc.LzYy,fTJxbccLQhma,yppkHYzbBe,65W4z28s-6630-889A-0k08-1072KT4075L9,DBSGh://btXKQkfEqZHD-Ep.SrHUkblisp.ACV/LzFELaGP/eP826816_aQnNTJJRAAvd_XpC/,eTxh,wLE CfB sShky.wTfY,ceESQRPcW,mhtOolXXb fslfOB TSDK/69.6.09978.33342 (NhonlcP/56.3; RwvHTDf T87; Ke-qD; TMypBie eEY; RjednAEhx FTsxXMKnMTL/bpsTzKJ GKT 4+),WX675661@KrAbvOcSFmEl.Hsx,U:6Z.x|GegcVmMGVq|86177387CNW21nx1@vCDg.hTc,47EF00B9-4333-17f4-4P03-f2Q7M6y01BD4,5,2
99,FileSyncUploadedFull,kevin.green@example.com,User,0,,Uncategorized,0,Base Event,0,67W14D68-n3f9-6I6H-nZ27-cgCH4RMn1326,security,Microsoft O365,Microsoft,FileSyncUploadedFull,-,2024-01-29T19:43:07,OneDrive,Microsoft,5,15a13e7f-eb5d-41d4-9a8b-3db04a94ad8d,2.7.1,log_session_9100378864597745983,3,0,99,default,1706579426555016142,Base Event: Other,99,"{""BlqchGUCwEEt"":""23025145-4h8a-720D-d96s-424qAL97205y"",""wOtmQCxODgjgA"":""JPeAyAHlSEzm"",""tamvHIgOInRgJCIPh"":""6465-67-84C42:28:01"",""YkOjAKSfYGNJy"":""Et58HjPY-oDnbgti9zDDMJ"",""gwAVBDonitTwa"":""p34j51h0-u81v-3873-Hsi4-587912r524R8""}",CUlfqOdBDcxa,,,seTKZFPtXkDjzEm,,,45.832.874.079,Z68s91E3-h06S-4216-Cjb6-101025N160Z5,4A97:339:3280:00:o8E0:44c7:x986:C9W7,,EFllhCrRxI,,2852422,rvtqh,LD,vVlZ,PkXC,4,rc08550K-62i8-2iYE-i63o-90O746X754z0,37t10087-5i27-3688-V6fp-6K3Y218KaUG7,410,22218N7S-RL32-6y96-xr9Y-DP3095177dw5,o4MtbJ66-3623-5bO5-b72h-9IS1JJ28017f,OFtfb://mptmpVSdrfXr-ia.vhteQCvIRs.QHw/xcjxEJfd/XN114183_mSREYCuiebXZ_zbm/hoRbfTvuM/ONus oebLfET ikx pMQh 7.78.76.XQe,TcxsLxnvzbmGfCXHHQZf,HjTOruagXF,W7p25206-60R7-345f-W698-2jb5uSrPV1x0,OcrXd://MPPWhTOGZHbQ-ct.eiseDIROgC.WLM/mRgejLEy/eF079403_pjXjAEoUDMLu_Nwt/,kAs,cgFt oziMxlx NkY IMqS 5.40.85.DFn,NQSFZPzdn,vFNpnowxx LQyXnwAxAtBb 54.075.2743.8580 coNz; xwwunCO fg 83.6 (40150),nI292566@kIlqxLBvngQw.PYC,N:8Z.S|stVaEeNfBN|19657891EN193s79@NAVV.kHE,06b6MoG6-8585-3b3a-Ki73-T13oM6X512SU,3,7
99,FileAccessed,bob.jones@fakecorp.net,User,4,,Uncategorized,0,Base Event,0,96B45z14-S2L4-2j9X-VP97-VpPB5yfP9196,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:43:19,OneDrive,Microsoft,6,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,3.2.1,log_session_9100378864597745983,3,0,99,default,1706579426555423808,Base Event: Other,99,"{""ARlqMBczuuYc"":""19cZ54gI-mT83-7Vlb-WQZX-31832t258114"",""GidJBdUGTlsjV"":""YsmEdKrP"",""igFJgzvjXKbtR"":""b34m08L1-4465-5379-Krt7-00LRU5F1N58H""}",fEkzpNFw,,,angoJ,,,8.691.339.73,o60J91M9-8402-9152-ODy1-45tka4Q6p11d,8.477.289.84,,mbxgfQlSgh,,,PtjmY,,lttFi,PAGb,2,Td991T54-9162-12c1-IxP3-334oNv0A6e84,gSCEB608-R93L-5494-4OM9-ebF6713J73aA,219,,,lAnCi://saliChttMmag-rI.yHPKaCsSmo.lHG/cTznCcjx/DL108966_TQxacSWrzLJN_kIs/dggHWdEfR/CTaHYOVaZhc/jQN EpxBoIA 8.Ofnc,sYPpMBBaReRH,CLg,28U97499-53b5-3q13-5336-788m80y81152,jbreG://bWpwqUSSHBGx-OM.bNZtppFuKw.Hhl/RorEddsQ/Ix785470_QqrnyxsUkzCa_kRX/,BuUH,qmc cSCdpyT 0.xvEy,hcTeMWmdl/LGzcSBBsMUA,NwSnT,Sb359528@VLxDpzBShdyh.wdS,a:1F.C|gTuYzpcuaM|38950819O1D010AC@ZiMB.qDy,931nG1K5-58Z4-0mzF-58S8-1589LMV324Q7,6,7
99,FileModifiedExtended,melissa.kelly@dummyinbox.net,User,9,,Uncategorized,0,Base Event,0,16z00h39-B9I9-2H9x-iz60-voSg9Kbk3671,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:42:34,OneDrive,Microsoft,0,d0a9512d-2a8c-4c4d-a4a0-9d867f5722e5,0.3.2,log_session_9100378864597745983,3,0,99,default,1706579426555621273,Base Event: Other,99,"{""hUmyLAmrlpGd"":""32G383Il-i803-0V2i-A17X-0Y13O1z77390"",""cjHTbEIpqipdY"":""vjXwVlyY"",""QjKEpUXxsCfQB"":""A03a91S5-0228-0922-rTa4-093Ml6n2c0v8""}",UVkZuhzS,,,gZxBS,,,46.393.96.380,j44X42K9-1022-1852-OlT5-812uq4V0Y0D2,51.272.83.920,,acpcqjcsSI,07880,,AkhRk,,zVppj,NrAP,6,j073M6D5-7970-7Q0P-518R-937e43341eR2,3S073362-3s61-1u7N-ZKDf-5l21Lj81Sb21,772,,,NffnY://SvfeofVWaabe-Nc.kQfhliAlQn.dbz/knlriVOJ/DTGTWJZ_AwejfDNYCUeD_lOV/NmuaXATkv/fJ bgJDI bGNdWzP pMIG.umKx,FZhidscnarvEljwbdbcE,ugo,330D2U71-Y44f-5lN8-d3t8-9rM82a5K4J90,cNuqc://sxajuUELjlxL-sn.ZsfZveZEZi.oXF/tclAsEad/ZczpGeh_HeqQfnYMYSSI_Jho/,fxzs,py iRlJh rQaHwZg IaeU.IACx,sQvCwYOIi,lyQGy,vMfbEHF@WFALkNMZOySZ.sjp,z:9W.Z|kDBlFXbdOL|255856427947x800@EHjF.aKv,4q64321n-54K4-8C0W-65Z5-33P24p5jrE63,5,3
99,FileModifiedExtended,jason.carter@tryoutmail.org,User,9,,Uncategorized,0,Base Event,0,56g11o36-x5Y7-0d4V-WK94-GwvC0uNH1928,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:43:36,OneDrive,Microsoft,7,49fe3192-6e6a-4a93-9a8c-bcf7c4f8729d,2.5.0,log_session_9100378864597745983,3,0,99,default,1706579426555823201,Base Event: Other,99,"{""vxTlgGYvpLRS"":""46Q445iH-y859-5g0V-m85D-9y42Y7G25980"",""hNYuInogLWFdF"":""znvQDDFz"",""VBJNLRtHhRwJG"":""V90r91K8-19R1-6685-Mhe5-3X7hT68141R1""}",GcAkbxhA,,,lnzNX,,,34.602.65.664,G18h43t3-21e3-5942-pzn0-6t4Nb51138k0,12.983.85.575,,yBnAqFbEvZ,23801,,QVlRl,,csEHF,rUOx,5,Q552s5P7-7430-6p2b-915B-926o27393jk0,5D920383-3N83-0T3X-qHbJ-0c50IA02Nb74,835,,,euuiR://WDjYRmgehuhe-qi.uRPWnGsBrB.TwM/yemdrSJm/NiIRoGt_TdMVWvdCjRsr_pbZ/ijNAMrmnR/VO AOSNk SBzIHEW xgdv.LeUm,ISgrpIjDzKaHCNxvCSRO,tor,416B8s37-K49N-8se8-x0C2-0eX58C5O7G20,eGVBy://UsfFnrNfsbpf-Xf.NUdtRbXwAt.WvW/mQgalAog/vTmmAuw_qbBKBDYwFgWw_joB/,zzjV,wG IVcIM dXCOqol DMer.TjhT,mmZFKhvCE,iRJiE,cQKaUXe@kEAMoOPAKyxA.lig,a:9Q.V|wqOLLcQZMV|148896465415w324@dnLB.QMQ,8S53012i-27m4-7x7E-90F6-21Z03W6BKV58,1,9
99,FileModifiedExtended,john.doe@acme.com,User,6,,Uncategorized,0,Base Event,0,98d76D96-b0Z0-2P2n-gz66-UcAi8oCJ3035,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:43:05,OneDrive,Microsoft,2,6a271f0d-af67-4e3b-9dfe-39909bb3e376,4.3.5,log_session_9100378864597745983,3,0,99,default,1706579426556358949,Base Event: Other,99,"{""kqNMksuzqLOF"":""02V456uI-h818-9l3T-q71I-3W82p6B84989"",""gSFpqIRZTbmLT"":""kwDJPiyQ"",""kZTFqKccVdGeM"":""K73D95V7-G736-2458-rTG2-17qnRUf2QA0n""}",UhqyHTOX,,,tQFzn,,,95.356.36.414,u89L73i4-B745-1011-mHg4-95YnJcF5az1g,43.261.24.557,,KjwRqMRMtl,15114,,BKSOW,,vahmG,PtRr,8,R279T4T8-2407-0V3A-490G-037r88564bg0,1H035722-9w38-7R3P-rAjM-3S08hK03dW86,546,,,vYicd://WCQJkHZhVjzn-Pd.MhDnKrmBJD.TwL/NZGSQtRw/CfipTJa_MTVzgfyfeQxN_fem/xPPYVclgh/rb AqThz ruUrLIa QLfG.brai,HLnjQkXbiDpgASYJnduR,ULC,173n8G51-C70c-3Zx5-k9k6-1rN16A2F6v50,HcWVp://yQjhPFJcoMhz-mO.qsafqYNJry.MLm/yVrmDxLe/iisUBdd_yQAsUqHWOLlM_JWr/,eQKU,JO AeUEj OVIUtIN xoKp.NgUu,HYHyuEBUU,fVzpW,vQHBhbv@MqcqKbHDZGwU.WLc,d:3g.c|qesoPlQqZj|714652456285a408@GWFL.DSr,7m57036v-17w8-0s0z-98H7-02m86O0XGO89,8,3
99,FileAccessed,bob.jones@example.com,User,5,,Uncategorized,0,Base Event,0,07Y05f36-u1R2-8B4T-jJ56-XQOE9kjd6666,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:12,OneDrive,Microsoft,6,5c3e0014-4b0c-4dd4-82b4-5449a04e12a0,6.0.4,log_session_9100378864597745983,3,0,99,default,1706579426556562941,Base Event: Other,99,"{""nmWFZJezhaKUL"":""ZbxnEELu sJbjUIdLeD"",""uzQGYLIvmSseM"":""a1yUDkWaOFdGQTUDRSK7ZT"",""QMAkAKyoKCTke"":""M50y20F9-J758-0617-zXm3-2I4fV880982x""}",SbRAsmgd HkzJBnGKuh,,,BXngA,,,86.861.17.795,L06w07k0-q975-2056-IjW6-1h0sp657033p,29.85.84.161,IVmW,rKLNWvkKQK,,,AsJPw,,mVhz,uEJo,2,z406A8ms-0146-9a5l-64h6-9F9828051z13,XCW20635-383m-162U-94dO-p173w435e026,526,,,PBBgV://lHPJwAHDYcQq-Eo.aCjakIeVFZ.JAJ/uuqmnjHK/fIbGi_auWcQdpwAwdC_zwp/uXKEVTcyb/ivZCzvN/MNXsE mRZM NufUBFLZk.ZvO,wzQsZzVdWSLC,CmpMSen,d57TO445-4N68-287k-g3w9-069j1n96U649,SHNzp://FQyUceJmeGQV-Wr.ouvFEcTbAk.hrf/hSuqLLzt/hNbus_LMZXpRLwlISL_Fxy/,oem,ASBAX idHA zdvheQtKj.klN,qOaVkmiri/qFxJOFi,FvWXytKzqOu-soePUwokA_YWrNKaVVP/9.0,Hvcha@XfihWjGefNZv.ydM,p:4D.b|KNUJnfueKq|24184527621yw297@bGAh.CBA,Ub6811M1-k2j0-8PlE-908m-mT115635LS3Y,3,2
99,FileAccessed,anna.hall@example.com,User,7,,Uncategorized,0,Base Event,0,14a87v64-W2T0-2z1E-yc88-ddZi9Bjn3014,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:09,OneDrive,Microsoft,6,7cfa9ac2-6e0e-4f7b-aa55-ff833204ea03,0.7.8,log_session_9100378864597745983,3,0,99,default,1706579426556765814,Base Event: Other,99,"{""JwjwNjTgrhfRG"":""LRhvYxPZ uorPHSBWJj"",""ZjDiTrmvUDSze"":""X1gdBcbbvxBmEnbedpW0lq"",""oiIPqHUNMbXxt"":""f01M59K0-7404-3364-zXl9-9F1D33T4945i""}",byyMenzW tfCljLiHtH,,,vLjTs,,,59.294.15.295,Z80b70n6-4159-2415-ToA3-5v2f03b4969w,75.244.627.06,FKow,PToqZuQSLN,,,ZcDOS,,xWvF,Uuvr,1,w513Z0Lm-6623-0e8I-77c1-4e2473774X94,266s8537-8KG8-9E13-8BoL-QYc244t8a02K,769,,,zdikL://hDxFjwcTRNaJ-cx.PIZVOjFzKV.yTE/ZxssKDXL/Srqxj_VlCboYVLqIGV_vqf/PgKmVJrmu/ODQwrXV/LYtiO uZVP uneAUFBt.uaD,LJjETcOyNmXu,erUMTHw,b52aQ928-2G35-953E-t6q6-453c4c45D592,bOqkL://RKKFBiVUsiEW-mG.vbjEGbixcb.Nmv/YbuzVfnb/cidVh_HVOkPTCOaZGF_BiG/,IKJ,pgSRE UEaF tGjbSFLy.tqN,ZFmGKriXm/msnXQkI,vGcZxDNEyFO-JnaeUSNCb_gDNzjtqlY/8.7,hrQcN@XfdXIyWUAsnf.ApL,K:9G.d|SLQJkrYgON|53052646650fX680@qXNS.GCm,Nk2657N8-z6A4-6iSd-604z-ks894650AJ4g,1,8
99,FileAccessed,anna.hall@example.com,User,7,,Uncategorized,0,Base Event,0,47p21T32-S6c5-7D9w-QX15-dIkI2bcN4817,security,Microsoft O365,Microsoft,FileAccessed,-,2024-01-29T19:42:59,OneDrive,Microsoft,1,5f4bca98-5b6d-4019-b3e3-ee54108c20fc,3.8.8,log_session_9100378864597745983,3,0,99,default,1706579426557386567,Base Event: Other,99,"{""zESvpupLlyS"":""51Z0l8M8-L0J3-4m75-a95q-68M38kZli992"",""tlKOVynfLmzuU"":""ACltn YKBjA gjFUsNa"",""bcUQuVefUOwib"":""rk6s50e5-m3Ue-1050-dPy3-45532h974141""}",qyKPm VLAvx TnsfRvE,05B9g7v0-K3n6-4u27-V07Q-51k70cQQB641,,EeUha,,,17.291.727.085,qW7r55Y5-u6WX-0457-bUQ4-03360a134655,67.86.754.68,nhGB,aOtTELXnlV,,,UnruY,,hvTI,VqxD,1,Cm8045g3-z002-9109-4652-90103c20x5Te,F8vGa42b-qXgM-2808-e974-4861M16990b8,193,,,GlzSo://rVIsLonIFHis-Vz.kosuwNxjYB.NmB/RBCWQMbn/vqkYHN_hsPggkTWhZOt_dBn/RWbjcyuMD/toHbCUFdq/DoALDZXE SMCLx/vphhpFynL rAhuGKq YTwuzkb bl47.nKIl,veBqctmhVJiK,atnykmT,21645492-0x5n-7460-9G12-68QD21A38gkh,uBAiH://moXRoKRkFdhs-EI.NUwWNFZiWu.lte/TCQCCfqd/wmHhsP_yOCiKSqeiYAU_bsj/,QvRb,BVhoJWVcm jtlPOWz DAlksmj lm18.cEJB,wHedtzBrz/XYuKSgFxC/GBSUNzJo FqVRD,VQoxNGxCbEVAw/2.2,eDLNSj@RwMEyUrJNEPg.vfm,m:5j.s|nmyANaEGek|71995acS211gh610@hSyp.SYE,7364r5K5-1F6X-85OZ-6021-rE3c01000432,7,7
99,FileModifiedExtended,alice.smith@example.com,User,1,,Uncategorized,0,Base Event,0,13K48b85-M7r5-7m8c-CC96-tdoq9muy7180,security,Microsoft O365,Microsoft,FileModifiedExtended,-,2024-01-29T19:42:42,OneDrive,Microsoft,4,a8a5bc3c-1a16-47a1-9c0d-91c96b94af1d,2.7.9,log_session_9100378864597745983,3,0,99,default,1706579426557593783,Base Event: Other,99,"{""mGflWCgXfvEU"":""05rk180j-S0cg-002k-k62C-RD464460Jt45"",""SNNPxGOgPTsHD"":""EIicEuU"",""fbqJRXaFiGYqg"":""WW6s37K2-d169-3054-cLC4-8250Tos038P0""}",MeBVTGk,,,OapYe,,,98.91.59.560,gY4G62A0-k063-0837-ApF6-3573nrs962c0,82.07.39.251,,bOgXWQxLyC,65963,,sIIvB,,rIrVo,dynn,5,003258D1-931b-84Fk-bO8s-73Qu69Fey46O,9P2910XV-2904-1m0I-B508-q058624g1g0L,549,,,qOweW://xcWKapfgSgKP-sn.pzPqtbVBoB.bZV/aWNtTrvq/aZ793544_asErgcSEIPWE_tka/LGiqZrDBH/tDbAuWol dACoj BWSwjySP pMEn eioSkdnp zk kZmlnLK GkNZai VnKR.oAuw,KuTYwwktwxyrZblhceaL,qCZ,u68959k9-R5uj-8b92-nf48-xR81m671bi9X,ODVKh://dDDmjEyFNErN-jJ.ARIygfLnOO.kWB/MEPIZClo/vz537172_zpMQxjdOzwAM_yXq/,Zbgs,ObKefeOT zQCEN UcAaAGOm hXez wOirSJmB iG KcyWYrk nVxByk eoWr.ngJu,DVIuCWTnj,sNygU,nq180560@RNxJlrpbYMKN.aGy,N:9k.b|ezaCNjmsUO|212464327059x314@fcTD.UOT,2310zO4N-542B-39BB-886f-r53HJ66t8U90,3,6
